County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Herkimer,Dolgeville Farmers' Market,"Plowe Park, Corner of South Main and Cramer Lane",South Helmer Avenue,Dolgeville,NY,13329,Christin Reynolds,3158684557,http://www.facebook.com/DolgevilleFarmersMarket/,Saturday  9am-1pm,June 4-October 8,M,N,Y,N,Y,43.10057,-74.7755,"(43.10057, -74.7755)"
Orange,Newburgh Farmers Market,97 Broadway,95-107 Broadway,Newburgh,NY,12550,Sember Weinman,8452314424,http://www.newburghnyfarmersmarket.org,Sat 10am-3pm,Year-round,YR,Y,Y,N,Y,41.49992,-74.0112,"(41.49992, -74.0112)"
Allegany,Angelica Farmers' Market,49 Park Circle Angelica,49 Park Circle,Angelica,NY,14709,Michael Whitney,5855969449,,Sat 9am-2pm,May 28-October 21,P/M,Y,N,N,Y,42.30537,-78.01551,"(42.30537, -78.01551)"
Bronx,Lincoln Hospital Tue Greenmarket,234 E 149th St btwn Park and Morris Aves,East 149th St and Morris Ave,Bronx,NY,10451,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Tue 8am-3pm,June 28-November 22,M,Y,Y,N,Y,40.81739,-73.92274,"(40.81739, -73.92274)"
Monroe,Kirby's Farm Market,9739 Ridge Rd Brockport,9739 Ridge Rd,Brockport,NY,14420,Linda Kirby,5852819077,http://www.kirbysfm.com,"Mon-Sat 10am-6pm, Sun 10am-5pm",May 1-December 24,P/M/X,Y,N,N,Y,43.25194,-77.98451,"(43.25194, -77.98451)"
Yates,The Windmill Farmers' Market,3900 Route 14A at Hobson Road in Penn Yan,3900 State Route 14A,Penn Yan,NY,14527,Stephen D. Wilson,3155363032,http://www.thewindmill.com,Sat  8am-4:30pm,Apr 30-Nov 26,P/M,N,N,N,Y,42.57687,-77.03609,"(42.57687, -77.03609)"
Monroe,The Mall at Greece Ridge Sat Farmers' Market,271 Greece Ridge Center Drive  Rochester,271 Greece Ridge Center Drive,Rochester,NY,14626,Melanie Fazio,5852251140,http://www.themallatgreeceridge.com,Thu/ Sat 8am-2pm,June 4-October 29,M,Y,N,N,Y,43.20677,-77.69406,"(43.20677, -77.69406)"
Cattaraugus,Olean Area Farmers' Market,"Lincoln Park Pavillion, 100 E. State St Olean",100 E. State Street,Olean,NY,14760,Stephanie Beneg,7163745257,http://www.oleanfarmersmarket.com,Sat 8am-1pm,May 7-October 29,P/M,Y,Y,N,Y,42.07726,-78.42821,"(42.07726, -78.42821)"
Dutchess,Dykeman Farm Farm Stand,31 Dykeman Lane Pawling,31 Dykeman Lane,Pawling,NY,12564,Amanda Dykeman,8458326068,http://www.dykemanfarm.com,"Sun 9am-5pm, Mon/Tue 10am-5pm, Wed-Sat 10am-6pm",July 1-October 31,M,Y,N,N,Y,41.62739,-73.60795,"(41.62739, -73.60795)"
Monroe,Curbside Market-Southwest Family YMCA,597 Thurston Rd Rochester,597 Thurston Rd,Rochester,NY,14619,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 10am-10:45am,Year-round,YR,Y,Y,N,Y,43.132866,-77.651137,"(43.132866, -77.651137)"
Jefferson,Watertown Saturday Farmers' Market,"Pavilion at J.B. Wise , 175 Black River Pkway",175 Black River Parkway,Watertown,NY,13601,Mike Nuckols,3157888450,,Sat 9am-2pm,June 4-October 29,M,Y,N,N,Y,43.97651,-75.90988,"(43.97651, -75.90988)"
Warren,Glens Falls Farmers' Market,South Street Market Pavilion,25 South Street,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Sat 8am-12pm,May 7-October 29,P/M,Y,Y,N,Y,43.3099,-73.64699,"(43.3099, -73.64699)"
Monroe,Curbside Market-Cornerstone Pointe,3 GBC Parkway Greece,3 GBC Parkway,Greece,NY,14626,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Thu 11:15am-12:15pm,Year-round,YR,Y,Y,N,Y,43.21335,-77.69366,"(43.21335, -77.69366)"
Allegany,Ramsey Fresh Foods,3702 State Route 19 Scio,3702 State Route 19,Scio,NY,14880,Alissa & John Ramsey,5855969151,,Daily 9am-8pm,June 1-November 1,M,Y,N,N,Y,42.16076,-77.98063,"(42.16076, -77.98063)"
Orleans,Panek's Pickin' Patch,13420 W County House Rd  Albion,13420 W County House Rd.,Albion,NY,14411,Guinevere Panek,5855896155,http://www.panekspickinpatch.com,Daily  9am-6pm,June 1-October 31,M,N,N,N,Y,43.21866,-78.2551,"(43.21866, -78.2551)"
Chautauqua,Dunkirk Farmers' Market,Dunkirk Senior Center 45 Cliffstar Court,45 Cliffstar Court,Dunkirk,NY,14048,Edward Hayes,7163669876,http://www.cityofdunkirk.com,Wed 9am-2pm,June 8-October 12,M,Y,Y,N,Y,42.48481,-79.32751,"(42.48481, -79.32751)"
Onondaga,Skaneateles Farmers' Market-Thursday,1 East Austin St. Austin Park Pavilion,One E. Austin St,Skaneateles,NY,13152,Kimberly Kelly,3156851949,http://www.townofskaneateles.com,Thu 3pm-6:30pm,May 26-October 13,P/M,Y,Y,N,Y,42.95089,-76.4309,"(42.95089, -76.4309)"
Albany,Veggie Mobile-Center for Disability,700 South Pearl Street Albany,700 South Pearl Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 12:15pm-1pm,Year-round,YR,N,Y,N,Y,42.63003,-73.76585,"(42.63003, -73.76585)"
Queens,Queens County Farm Museum-Borough Hall,120-55 Queens Blvd. Kew Gardens,120-55 Queens Boulevard,Queens,NY,11424,Daniel Morales,9179162834,http://www.queensfarm.org,Thu 10am-3pm,June 30-November 3,M,Y,Y,N,Y,40.71395,-73.82972,"(40.71395, -73.82972)"
Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd.  Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Kathy Parrotta,3156521463,http://www.bayberryplaza.com,Wed 8am-2pm,May 1-October 31,P/M,Y,N,N,Y,43.13779,-76.22602,"(43.13779, -76.22602)"
Broome,Russell Farms Farm Stand,2911 Old Vestal Rd Vestal,2909 Old Vestal Rd,Vestal,NY,13850,Allison Russell,6079725793,http://www.russell-farm.com,"Mon-Fri 8am-7pm, Sat 8am-6pm",May 1-November 20,M,Y,Y,N,Y,42.1009,-76.0078,"(42.1009, -76.0078)"
Westchester,Yonkers Farmers' Market,1 Woodworth Ave Yonkers,1 Woodworth Ave,Yonkers,NY,10701,Dacotah Rousseau,9149234837,http://downtoearthmarkets.com,Sun 10am-3pm,June 5-November 27,M,N,N,N,Y,40.93555,-73.89996,"(40.93555, -73.89996)"
Erie,Groundwork Market Garden Farm Stand,52 Leslie St Buffalo,1698 Genesee St.,Buffalo,NY,14211,Mayda Pozantides,7167109394,http://www.groundworkmg.com,Tue 4pm-7pm,June 7-October 25,M,Y,Y,N,Y,42.91092,-78.81813,"(42.91092, -78.81813)"
Schoharie,Schoharie Valley Farms Farm Stand,"""The Carrot Barn"", 5605 State Route 30",5605 State Route 30,Schoharie,NY,12157,Shirley Ball,5182957139,http://www.schoharievalleyfarms.com,Daily 9am-6pm,Year-round,YR,Y,Y,N,Y,42.68477,-74.29692,"(42.68477, -74.29692)"
Bronx,Parkchester Greenmarket,1878 Cross Bx Service Rd South,White Plains Rd & Westchester Ave,Bronx,NY,10472,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Fri 8am-4pm,June 10-November 23,M,Y,Y,N,Y,40.83319,-73.86257,"(40.83319, -73.86257)"
Richmond,Staten Island Mall Greenmarket,77 Marsh Ave and Ring Rd Commuter Lot,2655 Richmond Ave,Staten Island,NY,10314,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sat 8am-3pm,June 11-November 19,M,Y,Y,N,Y,40.58199,-74.16607,"(40.58199, -74.16607)"
New York,Domino Park Greenmarket,15 River St Brooklyn,15 River St,Brooklyn,NY,11211,Siobahn Keys,2127887476,https://www.grownyc.org,Sun 9am-3pm,June 5-November 20,M,Y,N,N,Y,40.71655,-73.96656,"(40.71655, -73.96656)"
Lewis,Lewis Co. General Hospital Farmers' Market,"7785 N. State St.  Lowville, Children's Clinic  parking lot",7785 North State St,Lowville,NY,13367,Darcy Zehr,3153765225,http://www.lcgh.net,Thu 11am-3pm,June 9-October 6,M,Y,N,N,Y,43.79599,-75.49832,"(43.79599, -75.49832)"
Genesee,Curbside Market-400 Towers,400 E Main St Batavia,400 East Main St.,Batavia,NY,14020,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Mon 1:30pm-2:30pm,Year-round,YR,Y,Y,N,Y,42.99659,-78.17634,"(42.99659, -78.17634)"
New York,Tribeca Greenmarket Wednesday,315 Greenwich St at Chambers St,Greenwich St and Chambers St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wed 8am-3pm,Year-Round,YR,Y,Y,N,Y,40.71629,-74.01095,"(40.71629, -74.01095)"
Ulster,Kingston WINTER Farmers' Market,"County Courthouse lot  285 Wall St, Jan/Feb only:  Senate Garage 4 N. Front St.",272 Wall Street,Kingston,NY,12401,Laura Crimmins,6462624672,http://www.kingstonfarmersmarket.org,Alt Saturdays  10am-2pm,December 4-April 23,X/W/P,N,Y,Y,Y,41.93286,-74.01884,"(41.93286, -74.01884)"
Chenango,Lamb's Quarters Organic Farm Stand,213 Pierce Rd.  Plymouth,213 Pierce Road,Plymouth,NY,13832,Sandy Pierce,6073344928,http://www.lambsquarterorganicfarm.com,"Daily  12pm-6pm, Closed  Wed & Sat",Year-round,YR,N,Y,N,Y,42.60058,-75.59991,"(42.60058, -75.59991)"
Essex,Mountain Weavers' Farm Store,4322 Main St. Port Henry,4322 Main Street,Port Henry,NY,12974,Andrea Connor,5185463386,http://www.mountainweaversfarmstore.com,Tue-Sat 10am-5pm,Year-round,YR,Y,Y,N,Y,44.04849,-73.45958,"(44.04849, -73.45958)"
Greene,Bulich Creekside Farm Farm Stand,1682 Route 23B  Leeds,1682 Route 23B,Leeds,NY,12451,Ron Bulich,5185885320,,Daily 10am-5pm,June 15-October 31,M,Y,Y,N,Y,42.26297,-73.92541,"(42.26297, -73.92541)"
Orange,Soons Orchards Farm Stand,23 Soons Circle  New Hampton,23 Soons Circle,New Hampton,NY,10958,Darcy Whyte,8453745471,http://www.soonsorchards.com,Daily 9am-6pm,Year-round,YR,Y,N,N,Y,41.40258,-74.40356,"(41.40258, -74.40356)"
Franklin,JCEO MM-Waverly Municipal Lot,"6 North Main St St Regis Falls, Municipal Complex",6 North Main St,St. Regis Falls,NY,12980,Robert King,5183194028,http://www.jceo.org,"Tue 10am-11:30am, Thu 10am-11:15am",June 1-September 30,M,Y,Y,N,Y,44.67283,-74.54355,"(44.67283, -74.54355)"
Delaware,Pakatakan Farmers' Market,"Round Barn of Halcottville, 46676 State Hwy 30",46676 State Highway 30,Halcottville,NY,12438,Georgianna Fairlie,8452544290,http://pakatanfarmersmarket.com,Sat 9am-1pm,May 14-November 26,P/M,Y,N,N,Y,42.20103,-74.59909,"(42.20103, -74.59909)"
Kings,Fort Greene Park Greenmarket,Washington Park btwn Dekalb Ave & Willoughby St,Washington Park and DeKalb Ave,Brooklyn,NY,11205,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/fort-greene,Sat 8am-3pm,Year-round,YR,Y,Y,N,Y,40.68962,-73.97313,"(40.68962, -73.97313)"
Monroe,Curbside Market-Maplewood YMCA,25 Driving Park Blvd Rochester,25 Driving Park Ave,Rochester,NY,14613,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Fri 10:30am-11:30am,Year-round,YR,Y,Y,N,Y,43.18092,-77.63017,"(43.18092, -77.63017)"
Oswego,Guppy's Berry Farm Farm Stand,512 County Route 26  West Monroe,512 County Route 26,West Monroe,NY,13617,Elaine Guppy,3156257920,http://www.guppysberryfarmllc.com,"Daily 9am-4pm, Closed Mon",July 20-September 30,M,Y,N,N,Y,43.35052,-76.03094,"(43.35052, -76.03094)"
Chautauqua,Westfield Farmers and Artisans Market,Moore Park Rt 20 and Rt 394,Rt 20 and Rt 394,Westfield,NY,14787,Kathleen Mayer,7167530367,http://www.westfieldny.com/farmers-market,Sat 9am-2pm,May 28-October 29,P/M,Y,N,N,Y,42.32203,-79.57812,"(42.32203, -79.57812)"
Oneida,Oneida County Public Market,"REA Wing Union Station, 321 Main St. Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Sat 9am-1pm,May 21-October 29,P/M,Y,Y,N,Y,43.10393,-75.2239,"(43.10393, -75.2239)"
Kings,Seeds in the Middle Farm Stand-Brownsville,213 Osborn St Brooklyn,213 Osborn St,Brooklyn,NY,11212,Nancie Katz,9176973745,http://seedsinthemiddle.org,Friday 2pm-5pm,Year-round,YR,N,Y,N,Y,40.66699,-73.90811,"(40.66699, -73.90811)"
Niagara,Newfane Methodist Farmers' Market,2699 Main St.  Newfane,2699 Main St.,Newfane,NY,14108,Amy Luckman,7167787011,,Wed  4:30pm-7pm,July 6-September 28,M,Y,Y,N,Y,43.28365,-78.70879,"(43.28365, -78.70879)"
Rensselaer,Kristy's Barn Farm Stand,2385 Brookview Rd. Castleton,2385 Brookview Road,Castleton,NY,12033,Kenneth Johnson,5184776250,http://www.kristysbarn.com,"Mon-Sat 9am-6pm, Sun 10am-5pm",May 1-November 30,P/M,Y,N,N,Y,42.56495,-73.70495,"(42.56495, -73.70495)"
Chautauqua,Jamestown Mobile Market-Silver Tree Seniors,9 Crane St. Jamestown,9 Crane Street,Jamestown,NY,14701,Linnea Carlson,7162260650,http://jtownpublicmarket.org,"Wed 10am-2pm, Thu 1pm-5pm",June 15-September 28,M,Y,Y,N,Y,42.09627,-79.23317,"(42.09627, -79.23317)"
Westchester,Rye Farmers' Market,"9 Theodore Fremd Ave. Rye , behind Purchase Street Stores",9 Theodore Fremd Ave,Rye,NY,10580,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 8:30am-1pm,May 8-December 4,P/M/X,Y,Y,Y,Y,40.98485,-73.68464,"(40.98485, -73.68464)"
Albany,The Gade Farm Farm Stand,2479 Western Avenue Altamont,2479 Western Avenue,Altamont,NY,12009,Amy Castillo,5188698019,http://www.gadefarm.com,"Mon-Sat 9am-6pm, Sun 9am-4pm",Year-round,YR,Y,N,N,Y,42.71055,-73.92593,"(42.71055, -73.92593)"
Madison,Dizzy Lizzie's Farm Farm Stand,3823 Sanderson Rd Erieville,3823 Sanderson Rd,Erieville,NY,13061,Elizabeth Blackburn,3156627565,http://www.dizzylizziesfarm.com,Mon 11pm-2pm,May 16-October 17,M,Y,N,N,Y,42.83934,-75.74399,"(42.83934, -75.74399)"
Nassau,Valley Stream Farmers' Market,"Arthur Hendrickson Park , 123 W Merrick Rd",123 W Merrick Rd,Valley Stream,NY,11580,Ethel Terry,6313233653,,Thu 7am-1pm,June 9-November 17,M,Y,N,N,Y,40.66599,-73.70221,"(40.66599, -73.70221)"
Steuben,KC's Produce,8999 State Route 21 Cohocton NY,8999 State Route 21,Cohocton,NY,14826,Molly Clymo,6079681468,,7am-8pm Daily,May 1-November 15,P/M,N,N,N,Y,42.42329,-77.56577,"(42.42329, -77.56577)"
Bronx,Harvest Home St. Marys Park Farm Stand,E 149th St. & Eagle Ave,646 E 149th St,Bronx,NY,10455,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 7-November 17,M,Y,Y,N,Y,40.81099,-73.91173,"(40.81099, -73.91173)"
Queens,Edgemere Farm Stand,385 Beach 45th St. Far Rockaway,385 Beach 45th Street,Queens,NY,11691,Michael Repasch-Nieves,3477547336,http://www.edgemerefarm.org,Sat/Sun 9am-2pm,May 7-October 30,P/M,Y,Y,N,Y,40.59536,-73.77654,"(40.59536, -73.77654)"
Clinton,Shield's Vegetables Farm Stand,6303 State Route 22  Plattsburgh,6303 State Route 22,Plattsburgh,NY,12901,Sam Dyer,5185610473,,Daily 10am-6pm,July 15-October 31,M,Y,Y,N,Y,44.73789,-73.47064,"(44.73789, -73.47064)"
Nassau,Deep Roots Farmers Market,100 Garvies Point Rd  Glen Cove,100 Garvies Point Rd,Glen Cove,NY,11542,Amy Peters,5163185487,,Sat 9am-1pm,June 4-November 19,M,Y,N,N,Y,40.85889,-73.64328,"(40.85889, -73.64328)"
Monroe,Curbside Market-Lake Tower,321 Lake Ave Rochester,321 Lake Ave.,Rochester,NY,14608,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 11am-12pm,Year-round,YR,Y,Y,N,Y,43.17054,-77.62751,"(43.17054, -77.62751)"
Kings,Bartel-Pritchard Square Sunday Greenmarket,205 Prospect Park at West 15th St inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sun 9am-3pm,Year-round,YR,Y,Y,N,Y,40.66094,-73.97979,"(40.66094, -73.97979)"
Saratoga,Saratoga Farmers' Market-Saturday,112 High Rock Ave Saratoga Springs,112 High Rock Avenue,Saratoga Springs,NY,12866,Toni Nastasi,5189269962,http://www.saratogafarmersmarket.org,Saturday 9am-1pm,May 4-November 30,P/M,Y,Y,N,Y,43.1054,-73.74047,"(43.1054, -73.74047)"
Onondaga,Emmi's Farm Market-Baldwinsville,1482 W Genesee Rd Baldwinsville,1482 West Genesee Rd.,Baldwinsville,NY,13027,Anthony Emmi,3156357529,http://www.emmifarms.com,"Mon-Thu 10am-6pm, Fri-Sat 9am-6pm, Sun 10am-3pm",June 10-October 15,M,Y,N,N,Y,43.16899,-76.40302,"(43.16899, -76.40302)"
Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,N,Y,N,Y,42.80919,-73.94511,"(42.80919, -73.94511)"
New York,Oculus Plaza Greenmarket,185 Greenwich St,185 Greenwich St,New York,NY,10007,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Tue 7am-7pm,June 7-October 25,M,Y,Y,N,Y,40.71203,-74.01201,"(40.71203, -74.01201)"
Niagara,North Tonawanda City Thurs Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Thursday  7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Washington,Slateville Farm Stand,304 County Route 28  Granville NY,304 County Route 28,Granville,NY,12832,Heather Magee,8602480336,http://www.slateville.com,Fri-Sun 10a-4p,June 3-October 30,M,Y,Y,N,Y,43.34386,-73.29593,"(43.34386, -73.29593)"
Tompkins,Ithaca Farmers' Market (Steamboat Sun),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Sun 10am-2pm,April 2-December 17,P/M/X,Y,Y,N,Y,42.44958,-76.50782,"(42.44958, -76.50782)"
Columbia,Scarecrow Farm Stand,20 Old Barrington Rd  Hudson,20 Old Barrington Rd,Claverack,NY,12534,Virginia Ambrose,5188212453,http://www.scarecrowfarmny.com,"Thu/Fri/Sun 11am-5pm, Mon/Wed call for appt.",June 15-November 1,M,Y,Y,N,Y,42.2105,-73.67909,"(42.2105, -73.67909)"
New York,82nd Street Saint Stephen's Greenmarket,408 E 82nd St btwn 1st & York Aves,408 East 82nd Street,New York,NY,10128,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Sat 9am-2:30pm,Year-round,YR,Y,Y,N,Y,40.77394,-73.9506,"(40.77394, -73.9506)"
Erie,East Aurora Wednesday Farmers' Market,Aurora Village (TOPS) Plaza 123 Grey St.,123 Grey St,East Aurora,NY,14052,Gail Fenton,5853439491,http://www.eastaurorafarmersmarket.com,Wed 7am-1pm,May 11-November 23,P/M,Y,N,N,Y,42.76593,-78.63413,"(42.76593, -78.63413)"
Kings,Brooklyn Borough Hall Saturday Greenmarket,211 Montague St Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sat 8am-4pm,Year-round,YR,Y,Y,N,Y,40.69374,-73.99043,"(40.69374, -73.99043)"
Clinton,JCEO MM-Churubusco Senior Center,23 Smith St. Churubusco,23 Smith St.,Churubusco,NY,12934,Robert King,5183194028,http://www.jceo.org,Mon 10am-11:45am,June 1-September 30,M,Y,Y,N,Y,44.95591,-73.92805,"(44.95591, -73.92805)"
Saratoga,Veggie Mobile Sprout-Mechanicville Sr Center,178 North Main Street Mechanicville,178 North Main Street,Mechanicville,NY,12118,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 2:30pm-3:15pm,Year-round,YR,N,Y,N,Y,42.90829,-73.68374,"(42.90829, -73.68374)"
Suffolk,Schneider's Farm Stand,316 Old Country Rd. Melville,316 Old Country Road,Melville,NY,11747,Mary Schneider,6316735844,http://www.schneidersfarmmelville.com,Daily 9am-5pm,June 1-November 30,M,N,N,N,Y,40.80186,-73.39911,"(40.80186, -73.39911)"
Cayuga,Centurion Farm Stand,287 Creek Road Locke,287 Creek Road,Locke,NY,13092,Jeff Saeli,6075925810,,"Thu-Sat 9am-7pm, Mon-Wed By Appt",May 1-November 30,P/M,Y,N,N,Y,42.6309,-76.45455,"(42.6309, -76.45455)"
Livingston,Geneseo Farmers' Market,Center St & Main St,Main St and Center St,Geneseo,NY,14454,Kyli Stevens,5852339856,http://www.geneseofarmersmarket.org,Thu 3pm-6:30pm,June 16-October 13,M,Y,Y,N,Y,42.79624,-77.81679,"(42.79624, -77.81679)"
Monroe,Brighton WINTER Farmers' Market,Brookside Center  220 Idlewood Rd. Rochester,220 Idlewood Road,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sun 10am-12pm,November 27-December 18,M/X,N,Y,N,Y,43.11275,-77.56809,"(43.11275, -77.56809)"
Erie,Springville Farmers' Market,Gentner Auction 341 W. Main St. (Rt. 39),341 West Main St,Springville,NY,14141,Donna Goldhawk,7165600198,,Wednesday  7am-3pm,Year-round,YR,N,Y,N,Y,42.50906,-78.67989,"(42.50906, -78.67989)"
Herkimer,West End Farm,110 West End Rd Herkimer,110 West End Rd,Herkimer,NY,13350,Richard Hayes,3153683053,http://westendfresh.com,"Sat-Thurs 10am-6pm, Fri 12pm-6pm",May 13-November 1,P/M,N,N,N,Y,43.06862,-74.99038,"(43.06862, -74.99038)"
Cortland,Plunkett Farms Farm Stand,2180 Tower Road Cortland,2180 Tower Road,Cortland,NY,13045,John and Carla Plunkett,6077530001,,Daily 9am-5pm,July 1-October 31,M,Y,N,N,Y,42.55495,-76.13123,"(42.55495, -76.13123)"
New York,Bro/Sis Green Youth Market,"Johnny Hartman Plaza (North Corner), Across from 140 Hamilton Place",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Wendy Flores,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed  10:30am-6pm,May 18-November 23,P/M,Y,Y,N,Y,40.82396,-73.94855,"(40.82396, -73.94855)"
Rensselaer,Veggie Mobile-Kennedy Towers Apts,2100 6th Ave. Troy,2100 6th Avenue,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 2:45pm-3:45pm,Year-round,YR,N,Y,N,Y,42.73495,-73.68493,"(42.73495, -73.68493)"
Suffolk,Seps Family Farm Farm Stand,7395 Main Rd. East Marion,7395 Main Rd,East Marion,NY,11939,Peter and Kathryn Sepenoski,6314771583,,Daily 9am-5pm,April 1-Nov 1,P/M,Y,N,N,Y,41.12365,-72.34486,"(41.12365, -72.34486)"
Erie,Clinton Bailey Fri Farmers' Market,1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7168222466,http://www.clintonbaileymarket.com,Fri 8am-5pm,May 7-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Orange,Healthy Orange Farmers' Market,"130 Broadway (lawn next to DMV bldg), btwn Johnston & Landers St. Newburgh",131 Broadway,Newburgh,NY,12550,Jeffrey Woody,8453606691,http://www.healthyorange.com,Tue 10am-2pm,July 5-November 1,M,Y,Y,N,Y,41.50009,-74.01254,"(41.50009, -74.01254)"
Monroe,Curbside Market-RCSD School #33,500 Webster Ave Rochester,500 Webster Ave,Rochester,NY,14609,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Sat 11am-12:30pm,Year-round,YR,Y,Y,N,Y,43.16969,-77.57192,"(43.16969, -77.57192)"
Rensselaer,Veggie Mobile Sprout-Barker Park,Corner 3rd & State St Troy,3rd and State St.,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 11:30am-12pm,Year-round,YR,N,Y,N,Y,42.73006,-73.69055,"(42.73006, -73.69055)"
Kings,Harvest Home Kings Co. Hospital Farmers' Market,Clarkson Ave btwn E 37th & E 39th Sts.,511 Clarkson Ave,Brooklyn,NY,11203,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wed 8am-5pm,June 15-November 23,M,Y,Y,N,Y,40.65588,-73.94245,"(40.65588, -73.94245)"
Ontario,Outback Farm Farm Market,2135 County Rd 8 Canandaigua,2135 County Rd 8,Canandaigua,NY,14424,Marlin & Leann Sensenig,7175870079,http://www.outbackfarmmarket.com,"Mon-Fri 8am-8pm, Sat 8am-5pm",Year-round,YR,Y,Y,N,Y,42.92848,-77.30929,"(42.92848, -77.30929)"
Nassau,Hempstead Community Farm Stand,99 Nichols Court,99 Nichols Court,Hempstead,NY,11550,Jacob Dixon,5165442955,http://www.choiceforall.org,Sat 11:30am-4pm,July 9-October 22,M,Y,Y,N,Y,40.71148,-73.62851,"(40.71148, -73.62851)"
Erie,Clinton Bailey Tues Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7168222466,http://www.clintonbaileymarket.com,Tue 4am-5pm,May 7-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Westchester,Larchmont Farmers' Market,"122 Myrtle Blvd. Larchmont, Metro North lot off Chatsworth Ave.",Metro-North parking deck off Chatsworth Avenue,Larchmont,NY,10538,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 8:30am-1pm,April 23-December 17,P/M/X,Y,Y,N,Y,40.93322,-73.75951,"(40.93322, -73.75951)"
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetery Street,Fonda,NY,12068,Pat Brooking,5185223342,http://www.havenofhopefarm.org,"Thu-Sat 9am-4pm, Sun 12pm-2pm",Year-round,YR,Y,Y,N,Y,42.95627,-74.36841,"(42.95627, -74.36841)"
Kings,Park Slope Farmers' Market,289 4th Street at 5th Ave.  near PS 51 Brooklyn,289 4th Street,Brooklyn,NY,11215,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 10am-3pm,May 15-December 18,P/M/X,Y,Y,N,Y,40.6722,-73.98379,"(40.6722, -73.98379)"
Albany,Empire State Plaza Wed Farmers' Market,"Empire State Plaza, (Winter inside South Concourse)",170 State St,Albany,NY,12210,Nicholas DeBlois,5184863966,https://empirestateplaza.ny.gov/empire-state-plaza-farmers-market,Wed 10am-2pm,Year-round,YR,Y,Y,N,Y,42.65068,-73.758,"(42.65068, -73.758)"
Monroe,Curbside Market-Hudson Ridge Tower,401 Seneca Manor Dr Rochester,401 Seneca Manor Drive,Rochester,NY,14621,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 1:45pm-2:45pm,Year-round,YR,Y,Y,N,Y,43.19309,-77.60324,"(43.19309, -77.60324)"
