,Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference,zip
4433,Gardiner's Island Windmill,Suffolk,12/27/1978,90NR01788,-72.1104838685,41.0914378002,POINT (-72.1104838685 41.0914378002),
4434,Prevost Manor House,Greene,11/15/1972,90NR00542,-74.0502376256,42.4137991287,POINT (-74.0502376256 42.4137991287),12083
4435,Railroad Terminal Historic District,Broome,03/20/1986,90NR00077,-75.907801472,42.104146975,POINT (-75.907801472 42.104146975),13901
4436,Christ Church Complex,Bronx,09/08/1983,90NR00052,-73.9063567321,40.8990464682,POINT (-73.9063567321 40.8990464682),10471
4437,"Parsons, Ambrose, House",Suffolk,11/07/1995,95NR00857,-72.1567212935,41.0204344809,POINT (-72.1567212935 41.0204344809),11937
4438,"Rankin, John, House",Kings,11/16/1978,90NR01336,-73.998799796,40.6815408106,POINT (-73.998799796 40.6815408106),11231
4439,R & S Building,New York,09/22/1986,93NR00430,-73.9756170354,40.740198607,POINT (-73.9756170354 40.740198607),10016
4440,Stonewall,New York,05/27/1999,99NR01503,-74.0007393072,40.7338771154,POINT (-74.0007393072 40.7338771154),10011-6832
4441,Hyde Hall Covered Bridge,Otsego,12/17/1998,98NR01395,-74.8635115415,42.7902050939,POINT (-74.8635115415 42.7902050939),
4442,St. Walburga's Academy,New York,07/28/2004,03NR05194,-73.9544964573,40.8242461278,POINT (-73.9544964573 40.8242461278),10031
4443,New York School of Applied Design,New York,12/16/1982,90NR00943,-73.981723453,40.7441011005,POINT (-73.981723453 40.7441011005),10016
4444,"North, Benjamin D., House",Otsego,07/11/1985,90NR02172,-74.8352131629,42.7034548119,POINT (-74.8352131629 42.7034548119),13326
4445,Yawman and Erbe Building,Monroe,,04NR05339,-77.6032032418,43.1562902193,POINT (-77.6032032418 43.1562902193),14604
4446,Devinne Press Building,New York,09/14/1977,90NR00842,-73.9926468869,40.7279286561,POINT (-73.9926468869 40.7279286561),10003
4447,Oneida Lake Congregational Church,Madison,03/22/2006,05NR05497,-75.8292354919,43.1559360794,POINT (-75.8292354919 43.1559360794),13032
4448,Elmwood Historic District (West),Erie,12/04/2012,12NR06371,-78.87994045,42.9157655629,POINT (-78.87994045 42.9157655629),14222
4449,Garden City Water Works,Nassau,11/14/1978,91NR00238,-73.6410041169,40.730679763,POINT (-73.6410041169 40.730679763),11530
4450,Church Missions House,New York,06/03/1982,90NR00746,-73.9867152195,40.7392559407,POINT (-73.9867152195 40.7392559407),10010
4451,Chapel Hill Bible Church,Ulster,01/07/2005,03NR05096,-73.9939029976,41.5872920216,POINT (-73.9939029976 41.5872920216),12542
4452,Hepburn Library,St. Lawrence,09/24/2004,04NR05254,-74.990889131,44.8007278459,POINT (-74.990889131 44.8007278459),13667
4453,Mount Adnah Cemetery,Oswego,02/02/2001,01NR01736,-76.4032082261,43.3206407414,POINT (-76.4032082261 43.3206407414),13069
4454,Harder Mill,Rensselaer,05/20/2021,20NR00105,-73.7454055709,42.6364910536,POINT (-73.7454055709 42.6364910536),12144
4455,Madison Avenue Facade of the Squadron A Armory,New York,03/24/1972,90NR00637,-73.954706204,40.7861692943,POINT (-73.954706204 40.7861692943),10037
4456,St. Francis De Sales Parish,Ontario,08/10/2015,15NR00053,-76.9795798322,42.873633005,POINT (-76.9795798322 42.873633005),14456
4457,Poughkeepsie Railroad Station,Dutchess,11/21/1976,90NR00379,-73.9376614755,41.7070759456,POINT (-73.9376614755 41.7070759456),12601
4458,"Deland, Henry, House",Monroe,04/17/1980,90NR01527,-77.4413732929,43.0988226008,POINT (-77.4413732929 43.0988226008),14450
4459,Notleymere,Madison,07/15/1991,91NR00140,-75.8630924012,42.9478429608,POINT (-75.8630924012 42.9478429608),13035
4460,Far Rockaway Beach Bungalow Historic District,Queens,07/17/2013,12NR06370,-73.7582831191,40.5941890521,POINT (-73.7582831191 40.5941890521),11691
4461,Dunning Street Cemetery,Saratoga,02/23/2015,14NR06605,-73.7955417722,42.9716348579,POINT (-73.7955417722 42.9716348579),12151
4462,Kingston Stockade Historic District,Ulster,06/13/1975,90NR01099,-74.0197563552,41.9339093638,POINT (-74.0197563552 41.9339093638),12401
4463,Tunnicliff-Jordan House,Otsego,09/24/2010,10NR06109,-74.9919063168,42.854178986,POINT (-74.9919063168 42.854178986),13439
4464,"Burleigh, H. G., House",Essex,11/15/1988,90NR00478,-73.424019453,43.8458278154,POINT (-73.424019453 43.8458278154),12883
4465,First Presbyterian Church,Genesee,12/06/2004,03NR05192,-78.1790522125,42.9963946289,POINT (-78.1790522125 42.9963946289),14020
4466,Caroline Church and Cemetery,Suffolk,10/07/1991,91NR00071,-73.1123197798,40.9468566546,POINT (-73.1123197798 40.9468566546),11733
4467,Deveaux School Historic District,Niagara,06/05/1974,90NR01964,-79.0587394919,43.119387891,POINT (-79.0587394919 43.119387891),14305
4468,Debar Pond Lodge,Franklin,12/16/2014,14NR06589,-74.1920121269,44.6275303526,POINT (-74.1920121269 44.6275303526),
4469,Canandaigua Veterans Administration Hospital District,Ontario,03/27/2012,12NR06328,-77.2706862599,42.9028378684,POINT (-77.2706862599 42.9028378684),14424
4470,Church of the Good Shepherd,Herkimer,08/21/1997,97NR01173,-74.9629613164,42.8824379693,POINT (-74.9629613164 42.8824379693),13439
4471,Hurley Historic District,Ulster,10/15/1966,90NR01067,-74.0645070917,41.9262286656,POINT (-74.0645070917 41.9262286656),12443
4472,Delaware and Hudson Railroad Passenger Station,Albany,08/12/1971,90NR01677,-74.0329215645,42.7009156026,POINT (-74.0329215645 42.7009156026),12009
4473,United States Post Office-Tonawanda,Erie,05/11/1989,90NR01247,-78.8797189704,43.0169844005,POINT (-78.8797189704 43.0169844005),14150
4474,Theta Xi Alpha Chapter House,Rensselaer,12/11/2013,13NR06457,-73.6750196417,42.7304997617,POINT (-73.6750196417 42.7304997617),12180
4475,"Shew, Godfrey, House",Fulton,07/12/2006,06NR05569,-74.1235634506,43.1450443102,POINT (-74.1235634506 43.1450443102),12025
4476,Lorraine Hansberry Residence,New York,04/22/2021,20NR00141,-74.0042426505,40.7336843144,POINT (-74.0042426505 40.7336843144),10014
4477,New York State Inebriate Asylum,Broome,07/24/1996,96NR01039,-75.8656064479,42.1065952571,POINT (-75.8656064479 42.1065952571),13904-1755
4478,Monument Circle Historic District,Wyoming,05/11/1992,92NR00346,-78.1306656752,42.7431333106,POINT (-78.1306656752 42.7431333106),14569
4479,Penfield Road Historic District,Monroe,12/07/2005,05NR05481,-77.4717327626,43.1314956462,POINT (-77.4717327626 43.1314956462),14526
4480,Holland Land Office,Genesee,10/15/1966,90NR00528,-78.1907744724,42.9991915026,POINT (-78.1907744724 42.9991915026),14020
4481,"Mooney, Edward, House",New York,12/12/1976,90NR00938,-73.9975044595,40.7146446758,POINT (-73.9975044595 40.7146446758),10013
4482,The Manor Club,Westchester,05/12/2014,13NR06520,-73.8037763185,40.8915441368,POINT (-73.8037763185 40.8915441368),10803
4483,First United Methodist Church,Herkimer,07/05/2003,02NR05047,-75.038927794,43.0137482463,POINT (-75.038927794 43.0137482463),13357
4484,"Havens, James, Homestead",Suffolk,04/10/1986,90NR01880,-72.3312919869,41.0641287257,POINT (-72.3312919869 41.0641287257),11964
4485,"Ferguson, Dr. James, Office",Warren,09/29/1984,90NR02707,-73.6389240751,43.31065266,POINT (-73.6389240751 43.31065266),12801
4486,Brotherhood Winery,Orange,04/21/2000,00NR01598,-74.1620433876,41.4320557517,POINT (-74.1620433876 41.4320557517),10953
4487,"Williams, Johann, Farm",Niagara,01/10/1980,90NR01968,-78.9427775449,43.091296863,POINT (-78.9427775449 43.091296863),14304
4488,Haskell House,Orange,06/04/1973,90NR02309,-74.0425150229,41.4805532077,POINT (-74.0425150229 41.4805532077),12553
4489,Taylor Center Methodist Episcopal Church and District #3 School,Cortland,07/30/2010,09NR06013,-75.9256744005,42.6166001458,POINT (-75.9256744005 42.6166001458),13040
4490,WAVERTREE,New York,06/13/1978,93NR00521,-74.0032029485,40.7048704856,POINT (-74.0032029485 40.7048704856),10038
4491,"Willard, Dr. Sylvester, Mansion",Cayuga,11/13/1989,90NR03285,-76.5753569582,42.927807902,POINT (-76.5753569582 42.927807902),13021
4492,Stone Mills Union Church,Jefferson,12/12/1976,90NR01150,-75.9719194306,44.1149039933,POINT (-75.9719194306 44.1149039933),13656
4493,Greenacre Park,New York,02/02/2018,17NR00058,-73.9692809482,40.7562808089,POINT (-73.9692809482 40.7562808089),10022
4494,Hawkins Hall,Clinton,11/12/1982,90NR00186,-73.4671723938,44.6972932849,POINT (-73.4671723938 44.6972932849),12901
4495,Fort Crailo,Rensselaer,11/05/1961,90NR01003,-73.7490230947,42.6345507382,POINT (-73.7490230947 42.6345507382),12144
4496,Rhinecliff Hotel,Dutchess,07/09/1987,90NR00347,-73.9524279884,41.9195011482,POINT (-73.9524279884 41.9195011482),12574
4497,Former Reformed Protestant Church of Coeymans Parsonage,Albany,,15NR00016,-73.7952358034,42.474829174,POINT (-73.7952358034 42.474829174),12045
4498,Van Slyke House,Herkimer,11/08/2021,21NR00033,-74.9323563552,43.0087723789,POINT (-74.9323563552 43.0087723789),13407
4499,Walsh-Havemeyer House,Orange,03/23/2010,09NR06082,-74.0182082004,41.4895893997,POINT (-74.0182082004 41.4895893997),12553
4500,Miller Army Air Field Historic District,Richmond,04/11/1980,90NR01020,-74.0948015143,40.5648768707,POINT (-74.0948015143 40.5648768707),10306
4501,House at 195 Prospect Avenue,Nassau,02/18/1988,90NR01753,-73.6505418995,40.8470300388,POINT (-73.6505418995 40.8470300388),11579
4502,Riverside Drive-West 80th-81st Streets Historic District,New York,05/10/1984,90NR00705,-73.9813862228,40.7854895166,POINT (-73.9813862228 40.7854895166),10024
4503,Grace Episcopal Church Complex,Wayne,08/19/1994,94NR00697,-76.9897059511,43.065206315,POINT (-76.9897059511 43.065206315),14489
4504,Rogers Mansion Museum Complex,Suffolk,01/10/2012,11NR06272,-72.3884425439,40.8846696337,POINT (-72.3884425439 40.8846696337),11968
4505,Schenevus Carousel,Otsego,01/16/1998,97NR01280,-74.8266455914,42.5469880303,POINT (-74.8266455914 42.5469880303),12155
4506,Waterman-Gramps House,Montgomery,09/27/1980,90NR01559,-74.6117305048,42.9357748054,POINT (-74.6117305048 42.9357748054),13339
4507,Salisbury Center Covered Bridge,Herkimer,06/19/1972,90NR00586,-74.7876702936,43.1408660096,POINT (-74.7876702936 43.1408660096),13454
4508,Boston Post Road Historic District,Westchester,10/29/1982,90NR02516,-73.7003912993,40.955380228,POINT (-73.7003912993 40.955380228),10580
4509,Trinity Episcopal Church,Onondaga,08/27/2013,13NR06461,-76.1583655017,43.0390968698,POINT (-76.1583655017 43.0390968698),13204
4510,Niagara Machine & Tool Works Factory,Erie,03/26/2018,17NR00035,-78.8350507576,42.918127106,POINT (-78.8350507576 42.918127106),14211
4511,Carnegie Library,Niagara,07/14/1995,95NR00867,-78.8691501402,43.0266357837,POINT (-78.8691501402 43.0266357837),14120
4512,Letchworth State Park,Livingston,11/04/2005,00NR01660,-77.9757204982,42.6459836351,POINT (-77.9757204982 42.6459836351),
4513,Memorial Church of the Holy Cross,Oneida,07/20/2000,00NR01629,-75.213143449,43.0973584786,POINT (-75.213143449 43.0973584786),13501
4514,"Archer, William, House",Jefferson,11/19/1980,90NR01161,-75.9806051369,44.0028265095,POINT (-75.9806051369 44.0028265095),13601
4515,Clermont Estates Historic District,Columbia,05/07/1979,90NR00221,-73.9092311236,42.1001948679,POINT (-73.9092311236 42.1001948679),12453
4516,Lafayette Avenue Presbyterian Church,Erie,08/21/2009,09NR05997,-78.8765067423,42.9208951295,POINT (-78.8765067423 42.9208951295),14222
4517,Maizefield,Dutchess,11/26/1973,90NR00451,-73.8818912788,41.9979070063,POINT (-73.8818912788 41.9979070063),12571
4518,Piermont Railroad Station,Rockland,12/03/2008,06NR05630,-73.9184601193,41.0416021967,POINT (-73.9184601193 41.0416021967),10968
4519,Lewis Avenue Congregational Church,Kings,01/24/2020,18NR00049,-73.9353819439,40.6861425943,POINT (-73.9353819439 40.6861425943),11221
4520,109 Albany Avenue,Ulster,11/15/2002,02NR04928,-74.0107893316,41.9333182798,POINT (-74.0107893316 41.9333182798),12401
4521,"MaGee, Merrill, House",Warren,04/11/1985,90NR02742,-73.7768483513,43.4959372861,POINT (-73.7768483513 43.4959372861),12885
4522,American Thread Building,New York,01/20/2005,04NR05314,-74.0057160224,40.7205951735,POINT (-74.0057160224 40.7205951735),10013
4523,"West 24th Street, Houses at 437-459",New York,10/29/1982,90NR00892,-74.0026829246,40.7481841998,POINT (-74.0026829246 40.7481841998),10001
4524,Cathedral of the Incarnation Complex,Nassau,11/14/1978,91NR00240,-73.6426634723,40.7205857337,POINT (-73.6426634723 40.7205857337),11530
4525,Buffalo Harbor South Entrance Light,Erie,07/02/2007,07NR05735,-78.8674209326,42.8336785051,POINT (-78.8674209326 42.8336785051),14218:14219
4526,Niskayuna Reformed Church,Schenectady,04/18/1979,90NR02650,-73.8315667807,42.7765266242,POINT (-73.8315667807 42.7765266242),12309
4527,Hartwick Historic District,Otsego,08/20/2013,13NR06448,-75.0498039514,42.660585629,POINT (-75.0498039514 42.660585629),13348
4528,"Birdsall, Stephen T., House",Warren,09/29/1984,90NR02700,-73.6441588879,43.317552805,POINT (-73.6441588879 43.317552805),12801
4529,Himrod Baptist Church,Yates,08/24/1994,94NR00650,-76.9544647775,42.5892778897,POINT (-76.9544647775 42.5892778897),14842
4530,Dunning House,Orange,12/28/2001,01NR01853,-74.4569905498,41.3849647724,POINT (-74.4569905498 41.3849647724),10973
4531,McFarlane-Bredt House,Richmond,09/08/1983,90NR01031,-74.0630913917,40.6146889696,POINT (-74.0630913917 40.6146889696),10305
4532,B'Nai Israel Temple,Cattaraugus,01/04/2012,11NR06270,-78.4275381381,42.0762578303,POINT (-78.4275381381 42.0762578303),14760
4533,Sheldon-Owens Farm,Essex,04/01/1993,94NR00737,-73.3759585172,44.3470975545,POINT (-73.3759585172 44.3470975545),12996
4534,Ascension Roman Catholic Church Complex,Niagara,08/29/2016,15NR00058,-78.8753239099,43.0332854609,POINT (-78.8753239099 43.0332854609),14120
4535,Zink Block,Erie,12/07/2010,10NR06146,-78.8882915401,42.9058561646,POINT (-78.8882915401 42.9058561646),14213
4536,"Chenango Canal Lock 106, Prism and Towpath",Chenango,12/11/2020,20NR00060,-75.8133365456,42.2525549778,POINT (-75.8133365456 42.2525549778),13746
4537,Concourse Yard Entry Buildings (IND),Bronx,02/09/2006,05NR05429,-73.888906398,40.8763086716,POINT (-73.888906398 40.8763086716),10468
4538,Lewis County Fairgrounds,Lewis,02/14/2002,99NR01499,-75.4900427528,43.7953816697,POINT (-75.4900427528 43.7953816697),13367
4539,Kimlin Cider Mill,Dutchess,02/13/2003,02NR04974,-73.9038846331,41.6673752752,POINT (-73.9038846331 41.6673752752),12603
4540,Benner House,Dutchess,07/09/1987,90NR00456,-73.9096624362,41.9208396021,POINT (-73.9096624362 41.9208396021),12572
4541,Staten Island Light,Richmond,11/30/2005,05NR05490,-74.1412617681,40.5761106687,POINT (-74.1412617681 40.5761106687),10306
4542,Muselman Cottage,Franklin,11/06/1992,90NR02984,-74.1298431559,44.3228197735,POINT (-74.1298431559 44.3228197735),12983
4543,Shorter House,Orange,08/28/1998,98NR01383,-74.3450124962,41.5716391392,POINT (-74.3450124962 41.5716391392),10985
4544,Sagamore Apartment House,Onondaga,09/18/2017,17NR00048,-76.1619496378,43.0379690581,POINT (-76.1619496378 43.0379690581),13204
4545,Tianderah,Otsego,11/02/1978,90NR02195,-75.3150216881,42.464904858,POINT (-75.3150216881 42.464904858),13843
4546,"Pitt, Newton M., House",Oswego,11/15/1988,90NR02167,-76.0834109305,43.6432173539,POINT (-76.0834109305 43.6432173539),13145
4547,St. Alban's Episcopal Church,Richmond,10/29/1982,90NR01040,-74.160517397,40.5438857886,POINT (-74.160517397 40.5438857886),10312
4548,South Bushwick Reformed Protestant Dutch Church Complex,Kings,11/04/1982,90NR01332,-73.9260439736,40.6943568294,POINT (-73.9260439736 40.6943568294),11221
4549,Southfields Methodist Church,Orange,,07NR05729,-74.1766602718,41.245525402,POINT (-74.1766602718 41.245525402),10975
4550,Chili Mills Conservation Area,Monroe,03/12/1975,90NR01450,-77.8187230221,43.0829612232,POINT (-77.8187230221 43.0829612232),14428
4551,Wilson Avenue Subway Station (Dual System BMT),Kings,07/06/2005,04NR05364,-73.9042774628,40.6888875041,POINT (-73.9042774628 40.6888875041),11207
4552,House at 65 Twentieth Avenue,Nassau,02/18/1988,90NR01764,-73.6521079388,40.8459173944,POINT (-73.6521079388 40.8459173944),11579
4553,American Radiator Building,New York,05/07/1980,90NR00703,-73.9840057236,40.7528047117,POINT (-73.9840057236 40.7528047117),10018
4554,"Hutchinson, Gen. Orrin, House",Onondaga,04/13/1973,90NR02090,-76.2161178518,42.9952568315,POINT (-76.2161178518 42.9952568315),13215
4555,Coons House,Columbia,10/07/1983,90NR00226,-73.8936835093,42.0930705744,POINT (-73.8936835093 42.0930705744),12526
4556,United States Post Office-Lockport,Niagara,05/11/1989,90NR01977,-78.6884074916,43.1711989883,POINT (-78.6884074916 43.1711989883),14094
4557,Hunter Mountain Fire Tower,Greene,06/30/1997,97NR01202,-74.24620096,42.1869306327,POINT (-74.24620096 42.1869306327),12450
4558,White Plains Rural Cemetery,Westchester,09/19/2003,02NR04975,-73.7718377553,41.047291232,POINT (-73.7718377553 41.047291232),10603
4559,Wallabout Historic District,Kings,04/27/2011,10NR06174,-73.9689470381,40.6945588996,POINT (-73.9689470381 40.6945588996),11205
4560,Wing-Northup House,Washington,09/12/2008,96NR00937,-73.5874089526,43.2690455609,POINT (-73.5874089526 43.2690455609),12828
4561,"Fifth Street, Building at 115",Nassau,11/14/1978,91NR00197,-73.6347555445,40.7224764942,POINT (-73.6347555445 40.7224764942),11530
4562,Little House,Rockland,07/12/1990,90NR03076,-73.9123025785,41.0119284518,POINT (-73.9123025785 41.0119284518),10964
4563,Cold Spring Harbor Library,Suffolk,09/26/1985,90NR01812,-73.4604316749,40.8702190995,POINT (-73.4604316749 40.8702190995),11724
4564,Fulton County Jail,Fulton,10/19/1981,90NR00520,-74.3706299697,43.0029895,POINT (-74.3706299697 43.0029895),12095
4565,Park Church,Chemung,05/25/1977,90NR00139,-76.8088538671,42.0891701037,POINT (-76.8088538671 42.0891701037),14901
4566,Cold Spring Harbor Laboratory,Nassau,03/30/1994,94NR00543,-73.4691844646,40.8610627254,POINT (-73.4691844646 40.8610627254),11724
4567,Lynfield (Milton Ham House),Dutchess,03/19/1987,90NR00365,-73.7440131849,41.7736552765,POINT (-73.7440131849 41.7736552765),12545
4568,Lyon Street School,Clinton,05/22/2013,13NR06439,-73.4595218674,44.6068634048,POINT (-73.4595218674 44.6068634048),12901
4569,White Memorial Building,Onondaga,02/06/1973,90NR02102,-76.1517852075,43.0493723266,POINT (-76.1517852075 43.0493723266),13202
4570,Tiffany and Company Building,New York,06/02/1978,90NR00744,-73.9829407295,40.7499905959,POINT (-73.9829407295 40.7499905959),10016
4571,Sutton/Chapman/Howland House,Tioga,12/15/1997,97NR01273,-76.1837621621,42.2200890745,POINT (-76.1837621621 42.2200890745),13811
4572,Lower Shavertown Covered Bridge,Delaware,04/29/1999,99NR01467,-75.0130945766,41.9233732126,POINT (-75.0130945766 41.9233732126),12776
4573,Beaverkill Covered Bridge,Sullivan,10/03/2007,07NR05712,-74.8361519572,41.9815465051,POINT (-74.8361519572 41.9815465051),
4574,Near Westside Historic District,Chemung,12/22/1983,90NR00145,-76.8161566017,42.0866157332,POINT (-76.8161566017 42.0866157332),14905
4575,Hopson-Swan Estate,Rockland,11/23/1992,95NR00830,-73.9165885144,41.0268392658,POINT (-73.9165885144 41.0268392658),10976
4576,Rochester City School #24,Monroe,09/15/1983,90NR01482,-77.6002132371,43.1367233166,POINT (-77.6002132371 43.1367233166),14620
4577,St. Joseph Roman Catholic Church,Monroe,05/29/1975,90NR01471,-77.6065292676,43.1597628835,POINT (-77.6065292676 43.1597628835),14604
4578,"Coykendall, Samuel, Lodge",Ulster,01/11/2002,01NR01794,-74.6723501928,42.0537932895,POINT (-74.6723501928 42.0537932895),
4579,"Blake, John, House",Orange,12/20/1984,90NR02349,-74.2089727642,41.4928716663,POINT (-74.2089727642 41.4928716663),12543
4580,Andes Historic District,Delaware,06/28/1984,90NR00285,-74.7815558486,42.1899141038,POINT (-74.7815558486 42.1899141038),13731
4581,West Meadow Beach Cottages Historic District,Suffolk,10/28/2004,03NR05091,-73.1456078004,40.9348328872,POINT (-73.1456078004 40.9348328872),11794
4582,Maple Street Historic District,Steuben,12/06/1996,96NR00964,-77.2295373051,42.1099699493,POINT (-77.2295373051 42.1099699493),14801
4583,African Burial Ground,New York,04/19/1993,93NR00474,-74.0047877348,40.7141948091,POINT (-74.0047877348 40.7141948091),10007
4584,Barrett House,Dutchess,11/26/1982,90NR00384,-73.9275148607,41.7006285149,POINT (-73.9275148607 41.7006285149),12601
4585,Rouses Point Railroad Station,Clinton,01/05/2005,02NR05015,-73.3712023815,44.9949341446,POINT (-73.3712023815 44.9949341446),12979
4586,Church of St. Barnabas,Westchester,03/24/2000,98NR01386,-73.865622763,41.0397378058,POINT (-73.865622763 41.0397378058),10533
4587,St. Rose Roman Catholic Church Complex,Livingston,08/25/1988,90NR01397,-77.6107611644,42.9019192328,POINT (-77.6107611644 42.9019192328),14485
4588,Utica Parks and Parkway Historic District,Oneida,07/03/2008,08NR05839,-75.2311016716,43.0782919004,POINT (-75.2311016716 43.0782919004),13501
4589,Fuller's Tavern,Albany,11/10/1982,90NR01681,-73.9570677321,42.7248911257,POINT (-73.9570677321 42.7248911257),12009
4590,Lower Genesee Street Historic District,Oneida,10/29/1982,90NR02060,-75.2276548538,43.1042941548,POINT (-75.2276548538 43.1042941548),13502
4591,Public School No. 10,Rensselaer,11/04/1994,94NR00735,-73.6924724111,42.7228376448,POINT (-73.6924724111 42.7228376448),12180
4592,Bayles Shipyard,Suffolk,06/02/2000,99NR01545,-73.0672332548,40.9490851633,POINT (-73.0672332548 40.9490851633),11777
4593,St. James' Episcopal Church and Parish House,Bronx,09/30/1982,90NR00063,-73.8995369587,40.8640449959,POINT (-73.8995369587 40.8640449959),10468
4594,Remington House,Herkimer,08/21/1997,97NR01228,-75.0862968518,42.9914586925,POINT (-75.0862968518 42.9914586925),13357
4595,Middle Farmhouse,Madison,11/02/1987,90NR01410,-75.8834524548,42.959934276,POINT (-75.8834524548 42.959934276),13035
4596,"Parry, John E., House",Warren,09/29/1984,90NR02723,-73.6358661712,43.3108941693,POINT (-73.6358661712 43.3108941693),12801
4597,New York State Armory,Orange,06/18/1981,90NR02319,-74.0132074427,41.4997422135,POINT (-74.0132074427 41.4997422135),12550
4598,"Stower, Asa, House",Warren,04/12/2006,03NR05135,-73.6201511451,43.3480132229,POINT (-73.6201511451 43.3480132229),12804
4599,"Liddle, Thomas, Farm Complex",Schenectady,10/11/1984,90NR02635,-74.2396299247,42.7973629118,POINT (-74.2396299247 42.7973629118),
4600,Delavan Terrace Historic District,Westchester,09/15/1983,90NR02470,-73.8919025966,40.9452961487,POINT (-73.8919025966 40.9452961487),10703
4601,United States Post Office-Scarsdale,Westchester,05/11/1989,90NR02511,-73.8063793631,40.9900065779,POINT (-73.8063793631 40.9900065779),10583
4602,The Church of Our Lady of Kazan,Nassau,10/04/2016,15NR00080,-73.6509253588,40.8396223317,POINT (-73.6509253588 40.8396223317),11579
4603,"Shelp, John, Cobblestone House",Orleans,11/20/2008,08NR05899,-78.4639243061,43.1561755316,POINT (-78.4639243061 43.1561755316),14105
4604,St. James' Church (Episcopal),Oswego,08/30/1996,96NR01017,-75.8815445912,43.2339676804,POINT (-75.8815445912 43.2339676804),13042
4605,G.A.R. Memorial Hall,Livingston,09/28/2006,06NR05593,-77.9923774177,42.5468144765,POINT (-77.9923774177 42.5468144765),14846
4606,Ames Academy Building,Montgomery,01/24/2002,01NR01836,-74.5996222541,42.8375288444,POINT (-74.5996222541 42.8375288444),13317
4607,Copeland Carriage Shop,Saratoga,05/25/2018,18NR00010,-74.1015184387,43.2206662548,POINT (-74.1015184387 43.2206662548),12134
4608,"Wright, Reuben, House",Chautauqua,09/26/1983,90NR00130,-79.5663625856,42.3301892246,POINT (-79.5663625856 42.3301892246),14787
4609,New Concord Historic District,Columbia,01/19/2010,08NR05865,-73.5256128875,42.3939605379,POINT (-73.5256128875 42.3939605379),12060
4610,5680 Seneca Point Rd,Ontario,11/09/2017,15NR00137,-77.3403267042,42.7446846294,POINT (-77.3403267042 42.7446846294),14512
4611,Nichols High School,Tioga,05/16/1996,96NR00939,-76.3647246158,42.0205546234,POINT (-76.3647246158 42.0205546234),13812
4612,Canterbury Presbyterian Church,Orange,06/03/1996,96NR00976,-74.0310676089,41.4350807746,POINT (-74.0310676089 41.4350807746),12518
4613,Quarters A,Kings,08/11/1974,90NR01281,-73.9803715083,40.7022566654,POINT (-73.9803715083 40.7022566654),11251
4614,Church of the Incarnation and Parish House,New York,07/08/1982,90NR00775,-73.9819930132,40.7484818523,POINT (-73.9819930132 40.7484818523),10016
4615,U.S. Inspection Station-Rouses Point (Overton Corners),Clinton,,12NR06305,-73.4008123112,45.0095736488,POINT (-73.4008123112 45.0095736488),12979
4616,Sheldon Cobblestone House,Monroe,11/29/1996,96NR01082,-77.5033660567,42.9963126006,POINT (-77.5033660567 42.9963126006),14506
4617,New York State Capitol,Albany,02/18/1971,90NR01642,-73.7573357387,42.6525773775,POINT (-73.7573357387 42.6525773775),12210
4618,"Harrison, Edward, House [Alumni House]",Monroe,10/22/2010,10NR06104,-77.9431320326,43.2115764238,POINT (-77.9431320326 43.2115764238),14420
4619,Zion Episcopal Church and Harmony Cemetery,Otsego,11/24/1997,97NR01282,-75.2312553069,42.5491411072,POINT (-75.2312553069 42.5491411072),13808
4620,"Houghtaling, Abraham, House",Albany,02/20/1998,98NR01296,-73.7974694625,42.4751696341,POINT (-73.7974694625 42.4751696341),12045
4621,Pelham Parkway Station (Dual System IRT),Bronx,03/30/2005,04NR05310,-73.8675977109,40.8572039714,POINT (-73.8675977109 40.8572039714),10462
4622,Holy Cross Monastery,Ulster,02/24/1995,94NR00714,-73.956891524,41.8026039823,POINT (-73.956891524 41.8026039823),12493
4623,Spicer-Millard House,Yates,08/24/1994,94NR00639,-77.0437974139,42.5006665823,POINT (-77.0437974139 42.5006665823),14837
4624,Church of St. Lawrence,Jefferson,05/16/1997,97NR01189,-75.9212449058,44.3364676269,POINT (-75.9212449058 44.3364676269),13607
4625,Fitzgerald Building,Schenectady,05/19/2021,18NR00042,-73.9403857738,42.8125881108,POINT (-73.9403857738 42.8125881108),12305
4626,Norton Village Historic District,Monroe,05/04/2010,09NR06030,-77.5661144681,43.1870363369,POINT (-77.5661144681 43.1870363369),14609
4627,"Johnson, James Weldon, House",New York,05/11/1976,90NR00708,-73.9429795568,40.815318841,POINT (-73.9429795568 40.815318841),10030
4628,St. Augustine's Episcopal Church,Westchester,07/26/2006,05NR05545,-73.8866086198,41.2082912354,POINT (-73.8866086198 41.2082912354),10520
4629,Stockade Historic District,Schenectady,04/03/1973,90NR02654,-73.9458129474,42.8179590016,POINT (-73.9458129474 42.8179590016),12305
4630,Public Square Historic District,Jefferson,09/07/1984,90NR01155,-75.9094066428,43.9744941214,POINT (-75.9094066428 43.9744941214),13601
4631,St. Andrew's Episcopal Church,Putnam,11/23/1998,98NR01404,-73.6167513362,41.3976001882,POINT (-73.6167513362 41.3976001882),10509
4632,Hammondsport Central High School,Steuben,,13NR06455,-77.2274884374,42.4082731009,POINT (-77.2274884374 42.4082731009),14840
